,model,num_frames,params_M,flops_GF,latency_avg_ms,latency_p50_ms,latency_p95_ms,peak_mem_MB
79,MatrixDiT-H,16,270.1988,420.669591552,9.932220079936087,9.887683554552495,10.025253053754568,1613.17138671875
80,MatrixDiT-H,32,270.215184,833.835831296,10.235307675320657,10.189394932240248,10.38662192877382,1651.73388671875
81,MatrixDiT-H,64,270.247952,1667.491565568,12.451659690123051,12.391403026413172,12.48649600893259,1729.23388671875
82,MatrixDiT-H,128,270.313488,3364.096053248,23.4765651775524,23.43718899646774,23.52633897680789,1885.73388671875
83,MatrixDiT-H,256,270.44456,6874.477105152,46.01653188699856,45.97099497914314,46.05494602583349,2216.73388671875
84,MatrixDiT-H,8,268.863504,193.107611648,9.929459143895656,9.882324491627514,10.181118967011573,1585.45263671875
85,MatrixDiT-H,16,268.871696,376.579067904,9.887965079396963,9.839816484600306,10.069726966321468,1600.51513671875
86,MatrixDiT-H,32,268.88808,744.446824448,9.910526920575649,9.878815500997009,9.99476294964552,1630.64013671875
87,MatrixDiT-H,64,268.920848,1483.881713664,10.842500075232238,10.752766043879092,10.83551999181509,1690.89013671875
88,MatrixDiT-H,128,268.986384,2977.548996608,20.154630704782903,20.11518704239279,20.21753799635917,1811.39013671875
89,MatrixDiT-H,256,269.117456,6024.073580544,39.647773639298975,39.62081403005868,39.70092406962067,2211.39013671875
90,MatrixDiT-H,8,270.089232,213.287456768,9.687146744690835,9.647005470469594,9.871860034763811,1590.31005859375
91,MatrixDiT-H,16,270.097424,417.13379328,9.813692918978631,9.795021498575808,9.892395930364728,1605.37255859375
92,MatrixDiT-H,32,270.113808,826.336415744,10.099994235206395,10.05954248830676,10.188765940256417,1638.49755859375
93,MatrixDiT-H,64,270.146576,1650.781458432,11.839134497568011,11.801616987213492,11.831482988782229,1710.74755859375
94,MatrixDiT-H,128,270.212112,3323.830734848,22.85802929662168,22.821302933152765,22.86616701167077,1879.24755859375
95,MatrixDiT-H,256,270.343184,6766.56605184,46.60583854420111,46.57191794831306,46.63312493357808,2344.24755859375
96,MatrixDiT-H,8,270.973968,227.883634688,9.765661696437746,9.739808971062304,9.838486090302467,1599.12255859375
97,MatrixDiT-H,16,270.98216,446.527475712,9.817443364299834,9.73055901704356,9.857279947027564,1620.93505859375
98,MatrixDiT-H,32,270.998544,885.929086976,10.04793343367055,10.031832032836974,10.095832054503262,1666.06005859375
99,MatrixDiT-H,64,271.031312,1773.188026368,12.943265892099587,12.908318021800367,12.9269789904356,1762.31005859375
100,MatrixDiT-H,128,271.096848,3581.528772608,25.020154267549515,24.984763585962355,25.02589696086943,1978.81005859375
101,MatrixDiT-H,256,271.22792,7333.501734912,50.8009597659111,50.76916149118915,50.823267083615065,2507.81005859375
102,MatrixDiT-H,8,269.646864,205.989367808,9.564299734774975,9.46990045486018,9.612401016056538,1588.52880859375
103,MatrixDiT-H,16,269.655056,402.436952064,9.391846642829478,9.359897463582456,9.471350000239909,1603.59130859375
104,MatrixDiT-H,32,269.67144,796.540080128,9.917927016504107,9.853859490249306,10.015762061811984,1633.71630859375
105,MatrixDiT-H,64,269.704208,1589.578174464,11.22200130019337,11.17085455916822,11.260465951636434,1693.96630859375
106,MatrixDiT-H,128,269.769744,3194.981715968,21.574786687269807,21.52368501992896,21.64378296583891,1845.46630859375
107,MatrixDiT-H,256,269.900816,6483.098210304,44.14558183867484,44.11192098632455,44.15571305435151,2278.46630859375
108,MatrixDiT-H,8,269.358096,201.264484352,9.80168562149629,9.768737014383078,9.94480401277542,1587.43896484375
109,MatrixDiT-H,16,269.366288,392.999768064,9.800176271237431,9.769412456080316,9.925447055138648,1602.50146484375
110,MatrixDiT-H,32,269.382672,777.716043776,10.13658988289535,10.110991017427295,10.205334052443504,1632.62646484375
111,MatrixDiT-H,64,269.41544,1552.131428352,11.28358967602253,11.247089481912552,11.288514942862092,1692.87646484375
112,MatrixDiT-H,128,269.480976,3120.893530112,21.34464988019317,21.30721852881834,21.36715198867023,1813.37646484375
113,MatrixDiT-H,256,269.612048,6338.143064064,41.96338297100738,41.9378419755958,41.99517797678709,2213.37646484375
114,MatrixDiT-H,8,270.242832,215.860662272,9.761567132081836,9.727882978040723,9.838567930273712,1594.28271484375
115,MatrixDiT-H,16,270.251024,422.393450496,9.699746400583535,9.669810999184849,9.77431598585099,1613.68896484375
116,MatrixDiT-H,32,270.267408,837.308715008,10.134717558976265,10.051616001874208,10.164289036765696,1652.68896484375
117,MatrixDiT-H,64,270.300176,1674.537996288,12.441313145682216,12.401760555803776,12.49651494435966,1731.43896484375
118,MatrixDiT-H,128,270.365712,3378.591567872,23.57966371579096,23.54164997814223,23.60376599244773,1891.93896484375
119,MatrixDiT-H,256,270.496784,6905.078747136,46.18848830694333,46.16197396535426,46.22311796993017,2224.93896484375
120,MatrixDiT-H,8,268.915728,193.966395392,9.80966862058267,9.771236567758024,9.918775991536677,1585.65771484375
121,MatrixDiT-H,16,268.92392,378.302926848,9.964470190461723,9.92110901279375,10.147514985874295,1600.72021484375
122,MatrixDiT-H,32,268.940304,747.91970816,10.232068276964128,10.205795464571564,10.4722740361467,1630.84521484375
123,MatrixDiT-H,64,268.973072,1490.928144384,10.850504355039448,10.814843990374357,10.897812899202108,1691.09521484375
124,MatrixDiT-H,128,269.038608,2992.044511232,20.191432933788747,20.15118399867788,20.25273395702243,1811.59521484375
125,MatrixDiT-H,256,269.16968,6054.675222528,39.87743209814653,39.84467900590971,39.91799103096128,2211.59521484375
126,Latte-M/2,8,230.19624,161.149997056,5.805618460290134,5.737688043154776,5.776557954959571,1364.83740234375
127,Latte-M/2,16,230.204432,317.662138368,5.837270068004727,5.831041024066508,5.852243979461491,1377.89990234375
128,Latte-M/2,32,230.220816,631.290400768,5.929192621260881,5.925254547037184,5.977697088383138,1406.02490234375
129,Latte-M/2,64,230.253584,1260.962844672,8.080111497547477,8.05231201229617,8.067329064942896,1462.27490234375
130,Latte-M/2,128,230.31912,2529.971408896,15.453495339024812,15.424262965098023,15.482555027119815,1576.02490234375
131,Latte-M/2,256,230.450192,5106.643243008,30.761863822117448,30.73936852160841,30.813494930043817,1992.77490234375
132,MatrixDiT-G,8,231.462672,160.97478656,8.02969321841374,7.996156462468207,8.143924991600215,1369.81787109375
133,MatrixDiT-G,16,231.470864,312.20803584,8.126109873410314,8.08570155641064,8.260076050646603,1384.88037109375
134,MatrixDiT-G,32,231.487248,615.283232768,8.20806382689625,8.180752512998879,8.318865089677274,1415.00537109375
135,MatrixDiT-G,64,231.520016,1223.868420096,8.973330617882311,8.94090044312179,9.019759017974138,1475.25537109375
136,MatrixDiT-G,128,231.585552,2450.77796864,16.465354934334755,16.43449952825904,16.52303501032293,1595.75537109375
137,MatrixDiT-G,256,231.716624,4943.55376128,31.362490237224844,31.338894448708743,31.40471200458705,1836.75537109375
138,MatrixDiT-G,8,232.347408,175.57096448,8.224037277977914,8.191190019715577,8.321600966155529,1375.41552734375
139,MatrixDiT-G,16,232.3556,341.601718272,8.192521356977522,8.094451448414475,8.25772702228278,1392.52099609375
140,MatrixDiT-G,32,232.371984,674.875904,8.29602135811001,8.213315973989666,8.329393924213946,1426.75537109375
141,MatrixDiT-G,64,232.404752,1346.274988032,10.076461860444397,10.04279451444745,10.106900008395314,1495.31787109375
142,MatrixDiT-G,128,232.470288,2708.4760064,18.682712628506124,18.646440526936203,18.756987061351538,1632.81787109375
143,MatrixDiT-G,256,232.60136,5510.489444352,35.373660838231444,35.34565953304991,35.453497897833586,1909.31787109375
144,MatrixDiT-G,8,231.020304,153.6766976,8.006443940103054,7.979252957738936,8.166179992258549,1368.03662109375
145,MatrixDiT-G,16,231.028496,297.511194624,7.961059375666081,7.936949492432177,8.04549502208829,1383.09912109375
146,MatrixDiT-G,32,231.04488,585.486897152,8.117117353249341,8.094229968264699,8.166891988366842,1413.22412109375
147,MatrixDiT-G,64,231.077648,1162.665136128,8.560879388824105,8.535366039723158,8.582502021454275,1473.47412109375
148,MatrixDiT-G,128,231.143184,2321.92894976,15.358992859255522,15.322356019169092,15.400207019411027,1593.97412109375
149,MatrixDiT-G,256,231.274256,4660.085919744,29.278042677324265,29.249757470097396,29.33091390877962,1834.97412109375
150,MatrixDiT-G,8,231.658512,164.1952256,7.959105574991554,7.940171519294381,8.007016032934189,1370.57958984375
151,MatrixDiT-G,16,231.666704,318.67250688,8.079443883616477,8.059537503868341,8.151217014528811,1385.64208984375
152,MatrixDiT-G,32,231.683088,628.306546688,8.134275069460273,8.10880702920258,8.190573076717556,1415.76708984375
153,MatrixDiT-G,64,231.715856,1250.292535296,9.239222828764468,9.209726005792618,9.248615009710193,1476.01708984375
154,MatrixDiT-G,128,231.781392,2505.13614848,16.9928143825382,16.96565852034837,16.981456894427538,1596.51708984375
155,MatrixDiT-G,256,231.912464,5058.30991872,32.78347562532872,32.7546110493131,32.80522604472935,1837.51708984375
156,MatrixDiT-G,8,232.543248,178.79140352,8.038040231913328,8.023267495445907,8.11496505048126,1376.70458984375
157,MatrixDiT-G,16,232.55144,348.066189312,8.022254202514887,7.999739493243396,8.068191003985703,1394.45458984375
158,MatrixDiT-G,32,232.567824,687.89921792,8.2051009288989,8.190652006305754,8.245090022683144,1430.32958984375
159,MatrixDiT-G,64,232.600592,1372.699103232,10.357649396173656,10.327771014999598,10.360131040215492,1503.57958984375
160,MatrixDiT-G,128,232.666128,2762.83418624,19.299219180829823,19.26827005809173,19.319492974318564,1656.07958984375
161,MatrixDiT-G,256,232.7972,5625.245601792,36.99184098280966,36.96513001341373,37.04474703408778,1985.07958984375
162,MatrixDiT-G,8,231.216144,156.89713664,7.955123181454837,7.9307579435408115,8.033542078919709,1368.79833984375
163,MatrixDiT-G,16,231.224336,303.975665664,7.9344607074745,7.910683518275618,7.996213040314615,1383.86083984375
164,MatrixDiT-G,32,231.24072,598.510211072,8.066968829371035,8.042460482101887,8.117252960801125,1413.98583984375
165,MatrixDiT-G,64,231.273488,1189.089251328,8.777222484350204,8.753477537538856,8.789545972831547,1474.23583984375
166,MatrixDiT-G,128,231.339024,2376.2871296,15.88352916063741,15.854870493058115,15.871537034399807,1594.73583984375
167,MatrixDiT-G,256,231.470096,4774.842077184,30.637939739972357,30.60603409539908,30.68034595344216,1835.73583984375
168,MatrixDiT-G,8,231.475728,161.189482496,8.06153827579692,8.031569013837725,8.237075060606003,1369.86474609375
169,MatrixDiT-G,16,231.48392,312.639000576,8.155033059883863,8.131661510560662,8.237599045969546,1384.92724609375
170,MatrixDiT-G,32,231.500304,616.151453696,8.194851630833,8.16879898775369,8.272625971585512,1415.05224609375
171,MatrixDiT-G,64,231.533072,1225.630027776,9.145319471135736,9.119666006881744,9.178851032629607,1475.30224609375
172,MatrixDiT-G,128,231.598608,2454.401847296,16.772841142956167,16.730164061300457,16.843731980770826,1595.80224609375
173,MatrixDiT-G,256,231.72968,4951.204171776,31.828289879485965,31.79294645087793,31.888809986412525,1836.80224609375
174,MatrixDiT-G,8,232.360464,175.785660416,8.153261828701943,8.138954464811832,8.224271005019546,1375.49755859375
175,MatrixDiT-G,16,232.368656,342.032683008,8.297142116352916,8.232142427004874,8.37438099551946,1392.64599609375
176,MatrixDiT-G,32,232.38504,675.744124928,8.34064812399447,8.29755503218621,8.469589985907078,1426.98974609375
177,MatrixDiT-G,64,232.417808,1348.036595712,10.269990402739497,10.227581020444632,10.309920995496212,1495.86474609375
178,MatrixDiT-G,128,232.483344,2712.099885056,18.989670786540955,18.89814052265137,19.01038899086416,1634.36474609375
179,MatrixDiT-G,256,232.614416,5518.139854848,36.022808488924056,35.99196852883324,36.06306796427816,1914.36474609375
180,MatrixDiT-G,8,231.03336,153.891393536,8.06804213207215,8.040027983952314,8.183895028196275,1368.08349609375
181,MatrixDiT-G,16,231.041552,297.94215936,8.003480788320303,7.978966052178293,8.069069008342922,1383.14599609375
182,MatrixDiT-G,32,231.057936,586.35511808,8.23963834438473,8.215736539568752,8.303819107823074,1413.27099609375
183,MatrixDiT-G,64,231.090704,1164.426743808,8.759600676130503,8.671080053318292,8.70825001038611,1473.52099609375
184,MatrixDiT-G,128,231.15624,2325.552828416,15.638282287400214,15.594436961691828,15.71947697084397,1594.02099609375
185,MatrixDiT-G,256,231.287312,4667.73633024,29.74469393724576,29.71646102378145,29.767071013338864,1835.02099609375
186,MatrixDiT-G,8,231.867408,167.630360576,7.973004614468664,7.944906479679048,8.03174008615315,1371.39990234375
187,MatrixDiT-G,16,231.8756,325.567942656,8.033282114192843,7.953818480018526,8.079629973508418,1386.46240234375
188,MatrixDiT-G,32,231.891984,642.198081536,8.10785711510107,8.085892477538437,8.15889099612832,1416.58740234375
189,MatrixDiT-G,64,231.924752,1278.478258176,9.399462139699608,9.366471960674971,9.396924055181444,1476.83740234375
190,MatrixDiT-G,128,231.990288,2563.118206976,17.488033950794488,17.459817056078464,17.47516100294888,1597.33740234375
191,MatrixDiT-G,256,232.12136,5180.716486656,34.04556353343651,34.019893035292625,34.05374498106539,1870.33740234375
192,MatrixDiT-G,8,232.752144,182.226538496,7.967486304696649,7.948450976982713,8.02050402853638,1378.08740234375
193,MatrixDiT-G,16,232.760336,354.961625088,8.06191218784079,8.042709552682936,8.114434080198407,1396.52490234375
194,MatrixDiT-G,32,232.77672,701.790752768,8.227582077961415,8.2010134938173,8.275353000499308,1434.14990234375
195,MatrixDiT-G,64,232.809488,1400.884826112,10.65315858228132,10.554322507232428,10.577009990811348,1512.39990234375
196,MatrixDiT-G,128,232.875024,2820.816244736,19.787905323319137,19.71143903210759,19.74432601127773,1680.89990234375
197,MatrixDiT-G,256,233.006096,5747.652169728,38.28979232348502,38.26220094924793,38.313564960844815,2065.89990234375
198,MatrixDiT-G,8,231.42504,160.332271616,8.004252971149981,7.925560465082526,7.99158401787281,1369.61865234375
199,MatrixDiT-G,16,231.433232,310.87110144,7.815462555736303,7.741384499240667,7.8068539733067155,1384.68115234375
200,MatrixDiT-G,32,231.449616,612.40174592,8.043381525203586,7.9681905335746706,8.066559908911586,1414.80615234375
201,MatrixDiT-G,64,231.482384,1217.274974208,8.994873815681785,8.93194496165961,8.971997071057558,1475.05615234375
202,MatrixDiT-G,128,231.54792,2434.269188096,16.350177058484405,16.321988543495536,16.343605937436223,1595.55615234375
203,MatrixDiT-G,256,231.678992,4897.24864512,31.978825279511515,31.95249149575829,31.993726966902614,1836.55615234375
204,MatrixDiT-G,8,231.50184,161.618874368,8.08880589902401,8.066060021519661,8.194708963856101,1369.96435546875
205,MatrixDiT-G,16,231.510032,313.500930048,8.177303350530565,8.153316506650299,8.260063012130558,1385.02685546875
206,MatrixDiT-G,32,231.526416,617.887895552,8.240608822088689,8.222042524721473,8.275371044874191,1415.15185546875
207,MatrixDiT-G,64,231.559184,1229.153243136,9.164564602542669,9.13952651899308,9.181739063933492,1475.40185546875
208,MatrixDiT-G,128,231.62472,2461.649604608,16.824671474751085,16.786276537459344,16.887236037291586,1595.90185546875
209,MatrixDiT-G,256,231.755792,4966.504992768,32.01939540216699,31.99590148869902,32.04641700722277,1836.90185546875
210,MatrixDiT-G,8,232.386576,176.215052288,8.1490322900936,8.055587531998754,8.211641921661794,1375.66748046875
211,MatrixDiT-G,16,232.394768,342.89461248,8.178431785199791,8.144879015162587,8.312185993418097,1392.90185546875
212,MatrixDiT-G,32,232.411152,677.480566784,8.301380332559347,8.282074006274343,8.367881062440574,1427.46435546875
213,MatrixDiT-G,64,232.44392,1351.559811072,10.33719883998856,10.248654522001743,10.313184931874275,1496.96435546875
214,MatrixDiT-G,128,232.509456,2719.347642368,19.01004815474153,18.968259042594585,19.08509398344904,1637.46435546875
215,MatrixDiT-G,256,232.640528,5533.44067584,36.16453564260155,36.14416951313615,36.2227390287444,1924.46435546875
216,MatrixDiT-G,8,231.059472,154.320785408,7.972066677175461,7.931759930215776,8.01951193716377,1368.18310546875
217,MatrixDiT-G,16,231.067664,298.804088832,7.9899373720400035,7.975442975293845,8.034711005166173,1383.24560546875
218,MatrixDiT-G,32,231.084048,588.091559936,8.24875480029732,8.193437999580055,8.327665971592069,1413.37060546875
219,MatrixDiT-G,64,231.116816,1167.949959168,8.80270262947306,8.714831492397934,8.771491004154086,1473.62060546875
220,MatrixDiT-G,128,231.182352,2332.800585728,15.76585616916418,15.7357610296458,15.805846895091236,1594.12060546875
221,MatrixDiT-G,256,231.313424,4683.037151232,29.782045900356025,29.75823997985572,29.82397098094225,1835.12060546875
222,MatrixDiT-G,8,232.2852,174.500630528,7.815705928951502,7.798142964020371,7.8612579964101315,1373.04052734375
223,MatrixDiT-G,16,232.293392,339.358814208,8.027259593363851,7.948665006551892,8.052055025473237,1388.10302734375
224,MatrixDiT-G,32,232.309776,669.981151232,8.16770070232451,8.153406961355358,8.205945021472871,1418.22802734375
225,MatrixDiT-G,64,232.342544,1334.849703936,9.708107050973922,9.677707450464368,9.697242989204824,1478.47802734375
226,MatrixDiT-G,128,232.40808,2679.082323968,18.39318981161341,18.36463646031916,18.38408003095537,1630.97802734375
227,MatrixDiT-G,256,232.539152,5425.529622528,36.78549676667899,36.76849853945896,36.80118697229773,2063.97802734375
228,MatrixDiT-G,8,233.169936,189.096808448,7.9611086030490705,7.94074049917981,8.044276968576014,1380.85302734375
229,MatrixDiT-G,16,233.178128,368.75249664,8.008449985645711,7.983338029589504,8.059256011620164,1400.66552734375
230,MatrixDiT-G,32,233.194512,729.573822464,8.232662735972553,8.211270498577505,8.303871029056609,1441.79052734375
231,MatrixDiT-G,64,233.22728,1457.256271872,10.854425001889467,10.82208298612386,10.849200072698295,1530.04052734375
232,MatrixDiT-G,128,233.292816,2936.780361728,20.571515099145472,20.52509249188006,20.61174693517387,1730.54052734375
233,MatrixDiT-G,256,233.423888,5992.4653056,40.90312440181151,40.861071029212326,40.90735490899533,2227.54052734375
234,MatrixDiT-G,8,231.842832,167.202541568,7.682373814750463,7.649334438610822,7.744374917820096,1371.25927734375
235,MatrixDiT-G,16,231.851024,324.661972992,7.727093189023435,7.716730993706733,7.767678005620837,1386.32177734375
236,MatrixDiT-G,32,231.867408,640.184815616,8.040313785895705,8.022930473089218,8.140055928379297,1416.44677734375
237,MatrixDiT-G,64,231.900176,1273.646419968,9.100680958945304,9.065833000931889,9.112942032516004,1476.69677734375
238,MatrixDiT-G,128,231.965712,2550.233305088,17.08701529307291,17.06170802935958,17.074504983611405,1597.19677734375
239,MatrixDiT-G,256,232.096784,5142.061780992,34.40688636852428,34.32260802946985,34.37372506596148,1998.19677734375
240,MatrixDiT-G,8,231.554064,162.477658112,7.857690521050245,7.82545399852097,7.974551059305668,1370.16943359375
